Store Location,Address,Phone,Timings
Navalur,"Shop No 22, Rajiv Gandhi Salai, Navalur, Kanchipuram, Opposite Ags Cinemas, Chennai, Tamil Nadu, 603103",+91 7428891158,Hours: 11:00 AM to 09:00 PM 
Besant Nagar,"11, Annai Velankani Road, Ashtalakshmi Garden, Besant Nagar, Chennai, Next To Axis Bank, Chennai, Tamil Nadu, 600090",+91 9910380381,Hours: 11:00 AM to 09:30 PM 
Mowlivakkam,"5C, 212, Kundrathur Road, Moulivakkam, Chennai, Tamil Nadu, 600125",+91 8447806514,Hours: 11:00 AM to 09:30 PM 
Madhanandapuram,"No 112, Mugalivakkam Main Road, Santhosh Nagar, Madhanandapuram, Chennai, Tamil Nadu, 600125",+91 8929265275,Hours: 11:00 AM to 09:30 PM 
Perungudi,"48, 4, Old Mahabalipuram Road, Tirumalai Nagar, Perungudi, Next To World Trade Centre, Chennai, Tamil Nadu, 600096",+91 7303238239,Hours: 11:00 AM to 09:30 PM 
Karayanchavadi,"Ground Floor, Dj Complex, 52 Trunk Road, Karayanchavadi, Poonamalle, Chennai, Tamil Nadu, 600056",+91 9582511445,Hours: 11:00 AM to 09:30 PM 
Mount Road,"No 117/2, Mount Road, Anna Salai, Next To Sangam Hotel, Chennai, Tamil Nadu, 600002",+91 8929338696,Hours: 11:00 AM to 09:30 PM 
Porur Arcot Road,"3, Arcot Road, Sai Nagar, Porur Arcot Road, Next To Sony Centre, Chennai, Tamil Nadu, 600116",+91 9319374288,Hours: 11:00 AM to 09:30 PM 
Kilpauk,"62C, Ormes Road, Kilpauk, Next To Orms Junction, Chennai, Tamil Nadu, 600010",+91 8588808657,Hours: 11:00 AM to 09:30 PM 
Madipakkam,"Shop No 3, Medavakkam Main Road, Madipakkam, Below Indian Bank, Chennai, Tamil Nadu, 600091",+91 7428891181,Hours: 11:00 AM to 09:30 PM 
"Pallavaram 200Ft Road, Chennai","Survey No 257/4-B, Zamin Pallavaram, 200ft Radial Road, Taluk Tambaram, District Kancheepuram, Chennai, Tamil Nadu, 600044",+91 9582386812,Hours: 11:00 AM to 09:30 PM 
Flagship Store at Adyar,"Shop No 57, Kg Vallencia, First Main Road, Gandhi Nagar, Adyar, Opposite Ramkey Tvs, Chennai, Tamil Nadu, 600020",+91 7428891182,Hours: 11:00 AM to 10:00 PM 
Porur,"23, Trunk Road, Jaya Nagar, Porur Junction, Chennai, Tamil Nadu, 600116",+91 8929341371,Hours: 11:00 AM to 09:30 PM 
Valasaravakkam,"Shop No 173, RA Complex, Arcot Road, Opposite Idfc First Bank, Valasaravakkam, Chennai, Tamil Nadu, 600087",+91 7428891183,Hours: 11:00 AM to 09:30 PM 
Thoraipakkam Near Chennai One,"Plot No 6, 200 Ft Radial Road, Sai Nagar, Toll Plaza Thoraippakkam, Sai Nagar, Chennai, Tamil Nadu, 600097",+91 7838290305,Hours: 11:00 AM to 09:30 PM 
Flagship Store Madipakkam,"No 11, Madipakkam, Main Road Kaiveli, Velachery, Opposite Barath Petrol Bunk, Chennai, Tamil Nadu, 600042",+91 8929342519,Hours: 11:00 AM to 09:30 PM 
Perambur,"Shop No 68, Ground Floor, Paper Mills Road, Perambur, Near Perumbur Church, Chennai, Tamil Nadu, 600011",+91 8800442742,Hours: 11:00 AM to 09:30 PM 
Moggapair West,"Pc 2/6, Second Block, Moggapair West, Near Bharat Petroleum Petrol Pump, Chennai, Tamil Nadu, 600037",+91 7428891190,Hours: 10:30 AM to 09:30 PM 
Kolathur,"No 66 & 67, Sivanandha Nagar, 200 Feet Road, Kolathur, Kolathur, Near Sendhil Nagar Bus Stop, Chennai, Tamil Nadu, 600099",+91 9319359741,Hours: 11:00 AM to 09:30 PM 
Flagship Store at Thuraipakkam,"Shop No 5/351, Omr Road, Okkiyampettar, Thuraipakkam, Opposite Indian Oil Petrol Pump, Chennai, Tamil Nadu, 600097",+91 7428891200,Hours: 11:00 AM to 09:30 PM 
"Tambaram MEPZ, Chennai","TJP Complex, GST Road, Tambaram Sanatorium, Tambaram, Chennai, Tamil Nadu, 600045",+91 8929341351,Hours: 11:00 AM to 09:30 PM 
West Mambalam,"Shop No 37/B, Aryagowda Road, Postal Colony, West Mambalam, Opposite West Mambalam Post Office, Chennai, Tamil Nadu, 600033",+91 7428890159,Hours: 11:00 AM to 09:30 PM 
Saidapet,"Old No 118, New Door No 16, Bazzar Road, Saidapet, Chennai, Tamil Nadu, 600015",+91 8929346562,Hours: 11:00 AM to 09:30 PM 
RK Mutt Road,"234, Rk Mutt Road, Mylapore, Mylapore, Chennai, Tamil Nadu, 600004",+91 8447822476,Hours: 11:00 AM to 09:30 PM 
Keelkattalai,"#100, Ground Floor, Medavakam Main Road, Keelkattalai, Chennai, Tamil Nadu, 600117",+91 9873091465,Hours: 11:00 AM to 09:30 PM 
"MKB Nagar, Chennai","No 22, Kambar Street, Vivekananda Nagar, Mkb Nagar, Kodungaiyur, Opposite Hp Petrol Pump, Chennai, Tamil Nadu, 600118",+91 8447743721,Hours: 11:00 AM to 09:30 PM 
Hastinapuram,"52, Dr Rajendra Prasad Road, Kumudham Colony, Nehru Nagar, Hastinapuram, Chromepet, Chennai, Tamil Nadu, 600064",+91 8929338318,Hours: 11:00 AM to 09:30 PM 
Injambakkam ECR,"Plot B, Survey No 56/1A Ground Floor, Promenade Sh49, Ecr Injambakkam, Opposite Vgp, Chennai, Tamil Nadu, 600115",+91 8929165514,Hours: 11:00 AM to 09:00 PM 
Chinmayanagar,"Survey No 102, Patta No 74, 104, Kaliamman Koil St, Virugambakkam, Chinmayanagar, Chennai, Tamil Nadu, 600092",+91 9582549032,Hours: 11:00 AM to 09:30 PM 
Nelson Manickam Road,"154/24 A, Nelson Manickam Road, Metha Nagar, Near Shobhan Babu Statue, Chennai, Tamil Nadu, 600029",+91 8929341301,Hours: 11:00 AM to 09:30 PM 
MMDA Colony Arumbakkam,"No 26, Vinayagapuram Street, 1St Main Road, Mmda Colony Arumbakkam, Mmda Colony Arumbakkam, Opposite Apollo Pharmacy, Chennai, Tamil Nadu, 600106",+91 8929508654,Hours: 11:00 AM to 09:30 PM 
Adambakkam Brindhavan Road,"5, Sakthi Nagar Main Road, Adambakkam, Near Nayana Petrol Pump, Chennai, Tamil Nadu, 600088",+91 8929311301,Hours: 11:00 AM to 09:30 PM 
18th Main Road Anna Nagar,"269, 18Th Main Road, Udhayam Colony, Anna Nagar, 18Th Main Road, Chennai, Tamil Nadu, 600040",+91 8929266320,Hours: 11:00 AM to 09:30 PM 
Flagship Store at Chrompet,"Shop No 212, Ground Floor, Gst Road, , Chrompet, Near Chrompet Railway Station, Chennai, Tamil Nadu, 600044",+91 7428891267,Hours: 11:00 AM to 09:30 PM 
"Tambaram Kakkan Road, Chennai","Shop No 12/B, Ground Floor, Kakkan Street, West Tambaram, Next To Vidhya Theatre, Chennai, Tamil Nadu, 600045",+91 7428890263,Hours: 11:00 AM to 09:30 PM 
Perungalathur,"New No 24, Old No 42, Kalaignar Nedunchalai, Srinivasanagar, Perungalathur, Chennai, Tamil Nadu, 600063",+91 7065344888,Hours: 11:00 AM to 09:30 PM 
Flagship Store at Anna Nagar,"Shop No Ab152, Flat No 41B, 4Th Avenue, Shanthi Colony, Anna Nagar, Opposite Srivari Sweets, Chennai, Tamil Nadu, 600040",+91 7428891289,Hours: 11:00 AM to 09:30 PM 
Kattupakkam,"2/220, Kattupakkam Main Road, No 47, Taluk Ponnamallee South, Chennai, Tamil Nadu, 600056",+91 9643883035,Hours: 11:00 AM to 09:30 PM 
Triplicane,"203/360, Triplicane High Road, Triplicane, Opposite To South Indian Bank, Chennai, Tamil Nadu, 600005",+91 8447731038,Hours: 11:00 AM to 09:30 PM 
Adambakkam,"No 33 & 56, Old, Vellalar St, Near to Grace Super Market, Paramesh Nagar, Adambakkam, Chennai, Tamil Nadu, 600088",+91 8376801687,Hours: 11:00 AM to 09:30 PM 
Mogappair,"G2, Block 1, Amm Towers, No 50, Thiruvalluvar Road, Mogappair East, Near Spartan School, Chennai, Tamil Nadu, 600037",+91 7303765766,Hours: 10:30 AM to 09:30 PM 
Iyyappanthangal,"50, Arihant Square, Gf, Mt Poonamalle Raod, Iyyappanthangal, Near Smrc Kfc, Chennai, Tamil Nadu, 600056",+91 9205952953,Hours: 11:00 AM to 09:30 PM 
Marina Mall,"Shop No 21A, Second Floor, Survey 13/1A, Egatoor, Marina Mall, Near Lifestyle, Chennai, Tamil Nadu, 603103",+91 7428891336,Hours: 11:00 AM to 09:30 PM 
Gowrivakkam,"Plot#1, Bhuvaneswari Nagar, Velacherri Main Road, Gowrivakkam, Next To Saibaba Temple Lane, Chennai, Tamil Nadu, 600073",+91 8826611590,Hours: 11:00 AM to 09:00 PM 
Ayanavaram,"383, Konnur High Road, United India Nagar, Ayanavaram, Chennai, Tamil Nadu, 600023",+91 9999213852,Hours: 11:00 AM to 09:30 PM 
Kundrathoor,"# 09, Thulukka Street, Kundrathur, Opposite City Union Bank, Chennai, Tamil Nadu, 600069",+91 8929277895,Hours: 11:00 AM to 09:30 PM 
Nerkundram,"91, Poonamallee High Road, Nerkundram, Near City Union Bank, Chennai, Tamil Nadu, 600107",+91 8929310928,Hours: 11:00 AM to 09:30 PM 
Villivakkam,"102/21 , Methu Street, Villivakkam, Opposite Bharat Petrol Pump, Chennai, Tamil Nadu, 600049",+91 9899411027,Hours: 11:00 AM to 09:30 PM 
Avadi,"#689, Cth Road, Avadi, Avadi, Next To Poorvika, Chennai, Tamil Nadu, 600054",+91 9821311610,Hours: 10:30 AM to 09:30 PM 
"Redhills Road, Ambattur","No 128 , Redhills Main Road, Palaniyappa Nagar, Pudur, Ambattur, Opposite Emmanuel Methodist Matriculation Higher Secondary School, Chennai, Tamil Nadu, 600053",+91 8447728572,Hours: 10:30 AM to 09:30 PM 
Medavakkam,"Plot#139, Vgp Vimala Nagar, Medavakkam, Chennai, Tamil Nadu, 600100",+91 9810701602,Hours: 11:00 AM to 09:00 PM 
Manali,"21 A2, Kamarajar Salai Chinnasekkadu Manali, Village Taluka Thiruvottiyur, Jurisdiction Greater Tiruvallur, Chennai, Tamil Nadu, 600068",+91 9953653074,Hours: 11:00 AM to 09:30 PM 
Ayapakkam,"No 578/A,578/2, Village Ambattur, Ayyapakkam Road, Ambattur Taluk, Tiruvallur District, Next To Nayara Petrol Bunk, Chennai, Tamil Nadu, 600077",+91 8929310237,Hours: 10:30 AM to 09:30 PM 
"Pallavaram, Chennai","7 & 9, Pammal Main Road, Next to KFC, Muthamizh Nagar, Pallavaram, Chennai, Tamil Nadu, 600075",+91 8800171520,Hours: 11:00 AM to 09:30 PM 
Aerohub Airport Mall,"No 1045, Aerohub, MLCP Block, Chennai International Airport, GST Road, Meenambakkam, Chennai, Tamil Nadu, 600027",+91 8743814920,Hours: 11:00 AM to 10:00 PM 
Royapuram,"Municipal Door No 127/2, Mannarsamy Koil Street, Royapuram, Near Gk Jain School, Chennai, Tamil Nadu, 600013",+91 7428891077,Hours: 11:00 AM to 09:30 PM 
Flagship Store at Ambattur,"Old No 605A, New No 490, Mth Road, Ambattur, Opposite Singapore Shopping, Chennai, Tamil Nadu, 600053",+91 7428891080,Hours: 10:30 AM to 09:30 PM 
Annanagar East,"G/A, F/36, Kg Galaxy, 2Nd Avenue, , Annanagar East, Near Naidu Hall, Chennai, Tamil Nadu, 600102",+91 7428891082,Hours: 11:00 AM to 09:30 PM 
Korattur,"Plot No 1163, 57Th Street Tnbh, Korattur, Near Korattur Bus Stand, Chennai, Tamil Nadu, 600080",+91 8929443176,Hours: 11:00 AM to 09:30 PM 
Vinayagapuram,"Door Old 34, New 98, Redhill Road, Kalpalayam, Vinayagapuram, Next To Axis Bank, Chennai, Tamil Nadu, 600099",+91 8929271728,Hours: 11:00 AM to 09:30 PM 
Taramani Road,"Plot No 13 & 14, Ramagiri Layout, Tharamani Link Road, Velachery, Near Indus Ind Bank, Chennai, Tamil Nadu, 600042",+91 8587908958,Hours: 11:00 AM to 09:30 PM 
Nexus Vijaya Mall,"Shop No 203, Second Floor, Nexus Vijaya Mall 183, Arcot Road, Vadapalani, Chennai, Tamil Nadu, 600026",+91 8377901404,Hours: 11:00 AM to 10:00 PM 
Neelankarai,"No 349, East Coast Road, Neelankarai, Near K L Hospital, Chennai, Tamil Nadu, 600115",+91 8929440543,Hours: 11:00 AM to 09:30 PM 
Pondy Bazar,"5/1& 4/1, Theyagaraya Road, T Nagar, Pondy Bazar, Opposite Grand Grt Hotal, Chennai, Tamil Nadu, 600017",+91 8929338623,Hours: 11:00 AM to 09:30 PM 
City Centre Mall Mylapore,"1st Floor, City Centre Mall, Dr Radhakrishnan Salai, Mylapore, Chennai, Tamil Nadu, 600004",+91 9953881476,Hours: 11:00 AM to 09:30 PM 
Maraimalai Nagar,"Hig 31, Nh 1, Vallal Mgr Road, Maraimalai Nagar, Kanchipuram, Chengalpattu, Maraimalai Nagar, Next To Spencers Super Market, Chennai, Tamil Nadu, 603204",+91 8130901617,Hours: 11:00 AM to 09:30 PM 
Mylapore,"Shop No 90, Ground Floor, Ganesha Towers, Dr Radha Krishnan Salai, Mylapore, Near Pnb, Chennai, Tamil Nadu, 600004",+91 7428891098,Hours: 11:00 AM to 09:30 PM 
ECR Chennai,"New No 78 & Old No 53, Muttukadu Road, Thiruvanmiyur, Near Rto Office, Chennai, Tamil Nadu, 600041",+91 7290891418,Hours: 11:00 AM to 09:30 PM 
Raigarh,"D Cot Plaza, Carmel School Road, Jagatpur, Beside Bank Of Baroda, Raigarh, Chhattisgarh, 496001",+91 8447744647,Hours: 11:00 AM to 09:30 PM 
Supela,"Shop No 3/16, Circus Maidan Road, Dakshin Gangotri, Supela, Opposite Mela Ground, Bhilai, Chhattisgarh, 490023",+91 7428890084,Hours: 11:00 AM to 09:00 PM 
Telibandha,"Ground Floor, House No 113/44, Khata No 1097, Khasra No 68/12, Ward No 32 Shaheel, Veer Narayan Singh Ward, Telibandha, Raipur, Chhattisgarh, 492001",+91 9711625907,Hours: 11:00 AM to 10:00 PM 
Korba,"Plot No 12/E, Indra Commercial Centre Main Road, Ward No 13, Transport Nagar, Korba, Chhattisgarh, 495677",+91 8929173778,Hours: 11:00 AM to 10:00 PM 
New Rajendra Nagar,"Ground Floor, Shop No 2, 3 & 5, Amar Infra, Adjacent to Shree Krishna Hospital, New Rajendra Nagar, Raipur, Chhattisgarh, 492001",+91 7291993556,Hours: 11:00 AM to 10:00 PM 
Pandri Raipur,"Plot No 14, Khasra No 140, P.H No 109, Main Road, Pandri, Infront Of Shri Shivam Mall, Raipur, Chhattisgarh, 492001",+91 9711381480,Hours: 11:00 AM to 10:00 PM 
Sarkanda,"Ground Floor, Patwari Halka No 33, Khasra No 23/17, Ward No 59, Shaheed Mangal Pandey Ward, Opposite Reliance Trends, Seepat Road, Sarkanda, Bilaspur, Chhattisgarh, 495006",+91 7291990473,Hours: 11:00 AM to 09:30 PM 
Rajnandgaon,"Block No 248, Stadium Road, Anupam Nagar, Near Samsung Showroom, Rajnandgaon, Chhattisgarh, 491441",+91 8929266392,Hours: 11:00 AM to 09:00 PM 
Mungeli Naka,Ground Floor,+91 9582584594,Hours: 11:00 AM to 09:30 PM 
Katora Talab,"Plot No 34, Ward 85/01, Near Sant Kanwar Chowk, Netaji Chowk, Main Road Katora Talab, Raipur, Chhattisgarh, 492001",+91 8448811623,Hours: 11:00 AM to 10:00 PM 
Link Road,"Shop No A/99, Link Road, Near Bukhari Petrol Pump, Bilaspur, Chhattisgarh, 495001",+91 7428890197,Hours: 11:00 AM to 09:00 PM 
Ambikapur,"Deviganj Road, Surguja, Deviganj Road, Near Shri Ram Industries, Ambikapur, Chhattisgarh, 497001",+91 8929181538,Hours: 11:00 AM to 09:00 PM 
Bhilai,"Plot No 3/B, Ground Floor, Opposite Hi Tek Hospital, Triveni Nagar, Durg, Bhilai, Chhattisgarh, 490020",+91 7065045312,Hours: 11:00 AM to 09:00 PM 
Ambuja Mall,"Unit No Ccrp 0116, 117, First Floor, Main Vidhan Sabha Rd, Mowa, Ambuja Mall, Near Food Court, Raipur, Chhattisgarh, 492007",+91 7428891352,Hours: 11:00 AM to 10:00 PM 
Shankar Nagar,"Plot No Mig 53, Sector 1, Ward No 31, Turning Point Square, Shankar Nagar, Raipur, Chhattisgarh, 492007",+91 8447825228,Hours: 11:00 AM to 10:00 PM 
Silvassa,"Shop No 12, Landmark, Tokarkhada, Silvassa, Dadra And Nagar Haveli, 396230",+91 9667153154,Hours: 11:00 AM to 09:00 PM 
Chhatarpur,"Property Bearing No 14, Ground Floor, khasra No 619/10 & Old No 619/21, Situated in Extended Abadi of Lal Dora of Village Chhatarpur, Tehsil Hauz Khas, Mehrauli, New Delhi, 110074",+91 8744082080,Hours: 11:00 AM to 09:30 PM 
Jawahar Nagar,"Shop No 2, UA/29 Bungalow Road, Opposite Hansraj Girls Hostel, Jawahar Nagar, Delhi, 110007",+91 8929811423,Hours: 11:00 AM to 10:00 PM 
Paschim Vihar,"Shop No A3/182, Ground Floor, Paschim Vihar, New Delhi, 110063",+91 7428891110,Hours: 11:00 AM to 09:30 PM 
Model Town,"Shop No 2, H4/6, Ground Floor, Model Town, New Delhi, 110009",+91 7428891111,Hours: 11:00 AM to 10:00 PM 
Old Rajendar Nagar,"Shop No 6/80, Ground Floor, Shankar Road, Old Rajendar Nagar, New Delhi, 110060",+91 7428891112,Hours: 11:00 AM to 09:30 PM 
Geeta Colony,"Shop No 11/13, Ground Floor, Geeta Colony, Delhi, 110031",+91 9643075085,Hours: 11:00 AM to 09:30 PM 
Vasundhra Enclave,"Vardhman Sunrise Plaza, Vasundhara Enclave, New Delhi, 110096",+91 8929302372,Hours: 11:00 AM to 09:30 PM 
"Sector 6, Dwarka","Shop No OG1 & OG2, Odion Plaza, Plot No 2, Sector 6 Central Market, Dwarka, New Delhi, 110075",+91 7428891124,Hours: 11:00 AM to 09:30 PM 
Vikaspuri,"Shop No 407, Soniapur, Block Kg 1, Near Pvr Vikaspuri, Vikaspuri, New Delhi, 110018",+91 7428891125,Hours: 11:00 AM to 09:30 PM 
East Patel Nagar,"Shop No 18/30, Ground Floor, East Patel Nagar, New Delhi, 110008",+91 7428891126,Hours: 11:00 AM to 09:30 PM 
Naraina Vihar,"Shop No E- 36 A, Block E, Naraina Vihar, New Delhi, 110028",+91 7428891127,Hours: 11:00 AM to 09:30 PM 
Sector 7 Rohini,"Property No 1, Pocket No C 9, Sector 7, Rohini, Near Rohini East Metro Station, New Delhi, 110031",+91 8447731771,Hours: 11:00 AM to 09:30 PM 
Dwarka Mor,"Shop No C-1/4&5, Ground Floor, Rama Park, Nawada, Uttam Nagar, Near Dwarka Mor Metro Station, New Delhi, 110059",+91 8447892802,Hours: 11:00 AM to 09:30 PM 
Amar Colony,"C 8 Amar Colony Market, Amar Colony, New Delhi, 110024",+91 7303157158,Hours: 11:00 AM to 09:30 PM 
Sector 17 Rohini,"A 25 & 26, Ground Floor, Pocket 1, Sector 17, Rohini, Delhi, 110089",+91 7065045112,Hours: 11:00 AM to 09:30 PM 
SDA Market,"Shop No C 15/A, SDA Market, Near Chaayos, Delhi, 110016",+91 9319372677,Hours: 11:00 AM to 09:30 PM 
"Sector 9, Rohini","Shop No G9 & G10, Vikas Surya Tower, Sector 9, DC Chowk, Rohini, New Delhi, 110085",+91 7428891149,Hours: 11:00 AM to 09:30 PM 
Kalkaji,"Shop No H10 A, Ground Floor, Kalkaji Main Market, New Delhi, 110019",+91 7428891153,Hours: 11:00 AM to 09:30 PM 
"Sector 8, RK Puram","Shop No 14, Main Market, Sector 8, Near HDFC Bank, RK Puram, New Delhi, 110022",+91 7428891154,Hours: 11:00 AM to 09:30 PM 
Kapashera Border New Delhi,"Shop No 8, Ground Floor, khasra No 1285, Near Fun and Food Village, Kapashera Border, New Delhi, 110037",+91 9582619361,Hours: 11:00 AM to 09:30 PM 
Janakpuri District Centre,"Shop No G2 B, Janak Place, Janakpuri District Centre, New Delhi, 110058",+91 7428891155,Hours: 11:00 AM to 09:30 PM 
Green Park Main Market,"S2B, Ground Floor, Green Park Main Market, Near Bandhan Bank, New Delhi, 110016",+91 7428891156,Hours: 11:00 AM to 09:30 PM 
Durgapuri,"1449/118B, Main 100 Ft Road, Shahdara, Durgapuri, Delhi, 110093",+91 8376908797,Hours: 11:00 AM to 09:30 PM 
Masoodpur Vasant Kunj,"Shop No C9, Masoodpur, Opposite Mother Dairy, Vasant Kunj, New Delhi, 110070",+91 7428891161,Hours: 11:00 AM to 09:30 PM 
"Lal Quarters, Krishna Nagar","Shop No B 6/1, Mandir Lane, Lal Quarters, Krishna Nagar, New Delhi, 110051",+91 7428891162,Hours: 11:00 AM to 09:30 PM 
Narela,"Khasra No 123, Main Arya Samaj Road, Pana Mamurpur, Near Ramdev Chock, Narela, Delhi, 110040",+91 8375819311,Hours: 11:00 AM to 09:30 PM 
Flagship Store Greater Kailash 2,"Plot No 38, Ground Floor, M Block, Greater Kailash 2, New Delhi, 110048",+91 8929330350,Hours: 11:00 AM to 10:00 PM 
"Hudson Lane, GTB Nagar","Shop No 2513, Ground Floor, Hudson Lane, GTB Nagar, New Delhi, 110009",+91 7428891175,Hours: 11:00 AM to 10:00 PM 
Pacific Mall Dwarka,"Shop No Sh/Gf/07, Ground Floor, Pacific Mall, Metro Station Line 3, Near Metro Station Entry Gate, Sector 21, Dwarka, Delhi, 110077",+91 8588931408,Hours: 11:00 AM to 09:30 PM 
Tilak Nagar,"D 118, Jail Road, Fateh Nagar, Tilak Nagar, Delhi, 110018",+91 9999841457,Hours: 11:00 AM to 09:30 PM 
Sarita Vihar,"Shop No 1, Plot No 8, LSC Pocket H Market, Sarita Vihar Metro Station, Sarita Vihar, New Delhi, 110076",+91 7428891188,Hours: 11:00 AM to 09:30 PM 
Rohtas Nagar Shahdara,"1/9635, Pratap Pura, Hanuman Road, Street No 5, Shahdara, Delhi, 110032",+91 8929302322,Hours: 11:00 AM to 09:30 PM 
Vegas Mall,"Shop No 90, Groud Floor, Block B, Vegas Mall, Near Sector 14 Metro Station, Sector 14, Dwarka, New Delhi, 110075",+91 7042211409,Hours: 11:00 AM to 09:30 PM 
Flagship Store Malviya Nagar,"C 3, Ground Floor, Main Market, Malviya Nagar, New Delhi, 110017",+91 9958481482,Hours: 11:00 AM to 10:00 PM 
Tri Nagar,"1955/A, Ground Floor, Ganesh Pura, Near Raj Nagar, Onkar Nagar, Tri Nagar, Delhi, 110035",+91 9582613683,Hours: 11:00 AM to 10:00 PM 
New Vikaspuri New Delhi,"Plot No D 118, Ground Floor, New Vikaspuri, New Delhi, 110018",+91 8802896189,Hours: 11:00 AM to 09:30 PM 
"Sector 15, Rohini","Ground Floor, Block F, Plot No 40, Pocket 15, Sector 15, Rohini, New Delhi, 110089",+91 8447730334,Hours: 11:00 AM to 09:30 PM 
West Patel Nagar,"Shop No 4, Ground Floor, Main Market, West Patel Nagar, New Delhi, 110008",+91 7065045129,Hours: 11:00 AM to 09:30 PM 
Yusuf Sarai,"24 1/4, Ground Floor, Shop No 1, Besides Green Park Metro Station Gate No 4, Yusuf Sarai, New Delhi, 110016",+91 7838225457,Hours: 11:00 AM to 09:30 PM 
CR Park,"Plot No K1/78, Ground Floor, Pocket K1, Chittaranjan Park, New Delhi, 110019",+91 7291070327,Hours: 11:00 AM to 09:30 PM 
Harsh Vihar Pitampura,"Shop No 57, Ground Floor, Harsh Vihar, Pitampura, Delhi, 110034",+91 8929167190,Hours: 11:00 AM to 09:30 PM 
Shalimar Bagh,"AG-44, Block AG, Poorbi Shalimar Bagh, New Delhi, 110088",+91 9899410948,Hours: 11:00 AM to 10:00 PM 
Bhera Enclave,"412 Ground Floor, Bhera Enclave, Pashchim Vihar, Delhi, 110087",+91 8929261375,Hours: 11:00 AM to 09:30 PM 
Kohat Enclave Pitampura,"KD 81, Shop No 3 & 4, Pitampura, Near Kohat Enclave Metro Station, Delhi, 110034",+91 8929327325,Hours: 11:00 AM to 09:30 PM 
Adarsh Nagar,"A1, Ground Floor, Moti Lal Road, Near Clove Dental, Adarsh Nagar, Delhi, 110033",+91 9582627697,Hours: 11:00 AM to 10:00 PM 
Paschim Vihar,"Shop No 2, H No 181, Ground Floor, Avtar Enclave, Paschim Vihar, New Delhi, 110063",+91 9582968260,Hours: 11:00 AM to 09:30 PM 
Pacific Mall,"FF 08, First Floor, Pacific Mall, Tagore Garden, Near Subhash Nagar Metro Station, Najafgarh Road, New Delhi, 110018",+91 9654471519,Hours: 11:00 AM to 09:30 PM 
Mukherjee Nagar,"Ground Floor, Plot No 709, Dr Mukherjee Nagar, Near Batra Cinema, New Delhi, 110009",+91 7428891285,Hours: 11:00 AM to 10:00 PM 
Najafgarh,"Plot No 2, UGF, Roshan Mandi, Najafgarh, Delhi, 110043",+91 9311773748,Hours: 11:00 AM to 09:30 PM 
Nangloi Jat,"119 Ground Floor, Najafgarh Road, Nangloi, New Delhi, 110041",+91 8929338425,Hours: 11:00 AM to 09:30 PM 
Select City walk,"S17 A3, 2nd Floor, Select City Walk Mall, District Centre Saket, New Delhi, 110017",+91 8929808413,Hours: 11:00 AM to 10:00 PM 
Kirti Nagar,"Block 1, Industrial Area, Below Kirti Nagar Metro Station, Kirti Nagar, New Delhi, 110015",+91 7428891335,Hours: 11:00 AM to 09:30 PM 
Khanna Market,"Shop No 93, Khanna Market, Lodhi Colony, New Delhi, 110003",+91 8929443816,Hours: 11:00 AM to 09:30 PM 
Sector 3 Rohini,"Plot No 17, Ground Floor, Pocket F24, Sector 3, Rohini, Delhi, 110086",+91 8447917937,Hours: 11:00 AM to 09:30 PM 
Mahavir Enclave,"Plot No RZ-F 70, Main Palam, Dabri Road, Near ICICI Bank, Mahavir Enclave, New Delhi, 110045",+91 9810501607,Hours: 11:00 AM to 09:30 PM 
